,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,TIME_DAY,TIME_OF_DAY,MONTH_OF_THE_RIDE,DAY_OF_THE_RIDE,DURATION_OF_THE_RIDE
188,2016-03-04 15:56:00,2016-03-04 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,15,Afternoon,Mar,Fri,12.0
189,2016-03-04 16:16:00,2016-03-04 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,16,Afternoon,Mar,Fri,6.0
190,2016-03-04 16:43:00,2016-03-04 17:12:00,Business,Raleigh,Cary,13.5,Meeting,16,Afternoon,Mar,Fri,29.0
191,2016-03-04 19:02:00,2016-03-04 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,19,Evening,Mar,Fri,6.0
192,2016-03-04 19:16:00,2016-03-04 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,19,Evening,Mar,Fri,9.0
193,2016-03-05 11:44:00,2016-03-05 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,11,Morning,Mar,Sat,15.0
194,2016-03-05 12:57:00,2016-03-05 13:12:00,Personal,Weston,Weston,4.2,UNKNOWN,12,Afternoon,Mar,Sat,15.0
195,2016-03-05 14:08:00,2016-03-05 14:18:00,Personal,Morrisville,Cary,3.5,UNKNOWN,14,Afternoon,Mar,Sat,10.0
196,2016-03-05 14:39:00,2016-03-05 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,14,Afternoon,Mar,Sat,22.0
197,2016-03-05 16:52:00,2016-03-05 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,16,Afternoon,Mar,Sat,21.0
198,2016-03-05 17:23:00,2016-03-05 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,17,Afternoon,Mar,Sat,11.0
199,2016-03-07 09:10:00,2016-03-07 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Morning,Mar,Mon,10.0
200,2016-03-07 09:23:00,2016-03-07 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,9,Morning,Mar,Mon,24.0
201,2016-03-07 12:10:00,2016-03-07 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,12,Afternoon,Mar,Mon,16.0
202,2016-03-07 13:57:00,2016-03-07 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,13,Afternoon,Mar,Mon,21.0
203,2016-03-07 15:19:00,2016-03-07 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,15,Afternoon,Mar,Mon,26.0
204,2016-03-08 14:38:00,2016-03-08 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,14,Afternoon,Mar,Tues,17.0
205,2016-03-08 15:35:00,2016-03-08 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,15,Afternoon,Mar,Tues,25.0
206,2016-03-08 16:13:00,2016-03-08 16:25:00,Personal,Whitebridge,Whitebridge,1.6,UNKNOWN,16,Afternoon,Mar,Tues,12.0
207,2016-03-10 03:36:00,2016-03-10 03:53:00,Business,Cary,Morrisville,8.4,Meeting,3,Night,Mar,Thus,17.0
208,2016-03-10 10:08:00,2016-03-10 10:37:00,Business,East Austin,West University,12.8,Meeting,10,Morning,Mar,Thus,29.0
209,2016-03-10 14:39:00,2016-03-10 14:55:00,Business,West University,South Congress,2.3,UNKNOWN,14,Afternoon,Mar,Thus,16.0
210,2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,UNKNOWN,16,Afternoon,Mar,Thus,10.0
211,2016-03-11 09:47:00,2016-03-11 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,9,Morning,Mar,Fri,12.0
212,2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,UNKNOWN,10,Morning,Mar,Fri,7.0
213,2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,UNKNOWN,11,Morning,Mar,Fri,7.0
214,2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,UNKNOWN,13,Afternoon,Mar,Fri,8.0
215,2016-03-11 19:21:00,2016-03-11 19:35:00,Business,South Congress,The Drag,2.1,UNKNOWN,19,Evening,Mar,Fri,14.0
216,2016-03-12 09:13:00,2016-03-12 09:22:00,Business,The Drag,South Congress,2.2,UNKNOWN,9,Morning,Mar,Sat,9.0
217,2016-03-12 18:27:00,2016-03-12 18:37:00,Personal,South Congress,The Drag,1.9,UNKNOWN,18,Evening,Mar,Sat,10.0
218,2016-03-13 09:07:00,2016-03-13 09:37:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,9,Morning,Mar,Sun,30.0
219,2016-03-13 18:23:00,2016-03-13 18:43:00,Business,South Congress,North Austin,8.4,Meal/Entertain,18,Evening,Mar,Sun,20.0
220,2016-03-13 20:07:00,2016-03-13 20:28:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,20,Evening,Mar,Sun,21.0
221,2016-03-13 20:39:00,2016-03-13 20:58:00,Business,The Drag,North Austin,10.5,Meal/Entertain,20,Evening,Mar,Sun,19.0
222,2016-03-13 21:11:00,2016-03-13 21:23:00,Business,North Austin,Coxville,7.2,Meal/Entertain,21,Evening,Mar,Sun,12.0
223,2016-03-13 22:19:00,2016-03-13 22:39:00,Business,Coxville,The Drag,12.5,UNKNOWN,22,Night,Mar,Sun,20.0
224,2016-03-14 08:34:00,2016-03-14 08:49:00,Business,The Drag,South Congress,2.0,Errand/Supplies,8,Morning,Mar,Mon,15.0
225,2016-03-14 18:39:00,2016-03-14 18:55:00,Business,South Congress,The Drag,2.7,UNKNOWN,18,Evening,Mar,Mon,16.0
226,2016-03-15 08:45:00,2016-03-15 08:57:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,8,Morning,Mar,Tues,12.0
227,2016-03-15 20:48:00,2016-03-15 21:01:00,Business,Downtown,The Drag,2.8,Meal/Entertain,20,Evening,Mar,Tues,13.0
228,2016-03-16 11:34:00,2016-03-16 11:45:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,11,Morning,Mar,Wed,11.0
229,2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,UNKNOWN,14,Afternoon,Mar,Wed,11.0
230,2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,18,Evening,Mar,Wed,13.0
231,2016-03-17 00:33:00,2016-03-17 00:44:00,Personal,Downtown,The Drag,1.7,UNKNOWN,0,,Mar,Thus,11.0
232,2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,12,Afternoon,Mar,Thus,139.0
233,2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,15,Afternoon,Mar,Thus,42.0
234,2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,17,Afternoon,Mar,Thus,42.0
235,2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,UNKNOWN,18,Evening,Mar,Thus,22.0
236,2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,UNKNOWN,20,Evening,Mar,Thus,31.0
237,2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,UNKNOWN,21,Evening,Mar,Thus,16.0
238,2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,7,Morning,Mar,Fri,6.0
239,2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,8,Morning,Mar,Fri,8.0
240,2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,18,Evening,Mar,Fri,44.0
241,2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,19,Evening,Mar,Fri,6.0
242,2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,21,Evening,Mar,Fri,14.0
243,2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,9,Morning,Mar,Sat,15.0
244,2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,12,Afternoon,Mar,Sat,23.0
245,2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,14,Afternoon,Mar,Sat,56.0
246,2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,15,Afternoon,Mar,Sat,64.0
247,2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,17,Afternoon,Mar,Sat,15.0
248,2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,17,Afternoon,Mar,Sat,10.0
249,2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,UNKNOWN,17,Afternoon,Mar,Sat,8.0
250,2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,18,Evening,Mar,Sat,36.0
251,2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,19,Evening,Mar,Sat,66.0
252,2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,7,Morning,Mar,Sun,11.0
253,2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,11,Morning,Mar,Sun,14.0
254,2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,UNKNOWN,17,Afternoon,Mar,Sun,26.0
255,2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,UNKNOWN,18,Evening,Mar,Sun,6.0
256,2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,18,Evening,Mar,Sun,21.0
257,2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,UNKNOWN,10,Morning,Mar,Mon,5.0
258,2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,16,Afternoon,Mar,Mon,8.0
259,2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,UNKNOWN,18,Evening,Mar,Mon,16.0
260,2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,20,Evening,Mar,Mon,37.0
261,2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,6,Night,Mar,Tues,26.0
262,2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,UNKNOWN,12,Afternoon,Mar,Tues,18.0
263,2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,UNKNOWN,19,Evening,Mar,Tues,13.0
264,2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,UNKNOWN,14,Afternoon,Mar,Wed,5.0
265,2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,UNKNOWN,14,Afternoon,Mar,Wed,6.0
266,2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,UNKNOWN,19,Evening,Mar,Thus,7.0
267,2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,UNKNOWN,20,Evening,Mar,Thus,6.0
268,2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,13,Afternoon,Mar,Fri,178.0
269,2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,16,Afternoon,Mar,Fri,330.0
270,2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,22,Night,Mar,Fri,165.0
271,2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,UNKNOWN,14,Afternoon,Mar,Sat,24.0
272,2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,UNKNOWN,15,Afternoon,Mar,Sat,30.0
273,2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,UNKNOWN,16,Afternoon,Mar,Sat,4.0
274,2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,0,,Mar,Sun,9.0
275,2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,1,Night,Mar,Sun,12.0
276,2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,15,Afternoon,Mar,Sun,25.0
277,2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,UNKNOWN,21,Evening,Mar,Sun,15.0
278,2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,UNKNOWN,23,Night,Mar,Sun,14.0
279,2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,UNKNOWN,12,Afternoon,Mar,Mon,13.0
280,2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,UNKNOWN,19,Evening,Mar,Mon,53.0
281,2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,UNKNOWN,22,Night,Mar,Mon,31.0
282,2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,UNKNOWN,15,Afternoon,Mar,Tues,44.0
283,2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,UNKNOWN,18,Evening,Mar,Tues,19.0
284,2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,UNKNOWN,20,Evening,Mar,Tues,15.0
285,2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,UNKNOWN,23,Night,Mar,Tues,17.0
286,2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,22,Night,Mar,Wed,50.0
287,2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,12,Afternoon,Mar,Thus,35.0
288,2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,14,Afternoon,Mar,Thus,32.0
289,2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,13,Afternoon,April,Fri,18.0
290,2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,14,Afternoon,April,Fri,48.0
291,2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,16,Afternoon,April,Fri,48.0
292,2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,UNKNOWN,16,Afternoon,April,Fri,5.0
293,2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,UNKNOWN,8,Morning,April,Sat,16.0
294,2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,UNKNOWN,11,Morning,April,Sat,15.0
295,2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,12,Afternoon,April,Sat,146.0
296,2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,16,Afternoon,April,Sat,72.0
297,2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,19,Evening,April,Sat,178.0
298,2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,23,Night,April,Sat,143.0
299,2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,2,Night,April,Sun,136.0
300,2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,21,Evening,April,Tues,16.0
301,2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0,,April,Wed,20.0
302,2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,18,Evening,April,Thus,19.0
303,2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,19,Evening,April,Thus,15.0
304,2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,12,Afternoon,April,Fri,18.0
305,2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,13,Afternoon,April,Fri,17.0
306,2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,13,Afternoon,April,Fri,8.0
307,2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,14,Afternoon,April,Fri,37.0
308,2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,16,Afternoon,April,Fri,42.0
309,2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Morning,April,Tues,11.0
310,2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,9,Morning,April,Tues,19.0
311,2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,10,Morning,April,Tues,20.0
312,2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,12,Afternoon,April,Tues,22.0
313,2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,13,Afternoon,April,Tues,19.0
314,2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,7,Morning,April,Thus,40.0
315,2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,16,Afternoon,April,Thus,43.0
316,2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,11,Morning,April,Fri,31.0
317,2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,12,Afternoon,April,Fri,3.0
318,2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,14,Afternoon,April,Fri,30.0
319,2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,12,Afternoon,April,Sat,18.0
320,2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,15,Afternoon,April,Sat,16.0
321,2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,17,Afternoon,April,Tues,24.0
322,2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,19,Evening,April,Tues,22.0
323,2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,8,Morning,April,Fri,39.0
324,2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,10,Morning,April,Fri,30.0
325,2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,12,Afternoon,April,Fri,20.0
326,2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,13,Afternoon,April,Fri,24.0
327,2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,17,Afternoon,April,Sat,13.0
328,2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,18,Evening,April,Sat,16.0
329,2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,19,Evening,April,Sun,9.0
330,2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,19,Evening,April,Sun,6.0
331,2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,21,Evening,April,Sun,9.0
332,2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,13,Afternoon,April,Wed,10.0
333,2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,14,Afternoon,April,Wed,12.0
334,2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,12,Afternoon,April,Thus,25.0
335,2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,13,Afternoon,April,Thus,19.0
336,2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,22,Night,April,Thus,18.0
337,2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,11,Morning,April,Fri,17.0
338,2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,13,Afternoon,April,Fri,21.0
339,2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,18,Evening,April,Fri,32.0
340,2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,22,Night,April,Fri,35.0
341,2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,18,Evening,April,Sat,15.0
342,2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,UNKNOWN,22,Night,April,Sat,18.0
343,2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,13,Afternoon,May,Sun,8.0
344,2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,UNKNOWN,14,Afternoon,May,Sun,5.0
345,2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,17,Afternoon,May,Sun,12.0
346,2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,17,Afternoon,May,Sun,16.0
347,2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,22,Night,May,Sun,11.0
348,2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,14,Afternoon,May,Mon,7.0
349,2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,15,Afternoon,May,Mon,11.0
350,2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,22,Night,May,Tues,8.0
351,2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,15,Afternoon,May,Wed,21.0
352,2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,20,Evening,May,Wed,19.0
353,2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,21,Evening,May,Wed,6.0
354,2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,22,Night,May,Wed,8.0
355,2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,21,Evening,May,Thus,12.0
356,2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,22,Night,May,Thus,6.0
357,2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,23,Night,May,Thus,13.0
358,2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,5,Night,May,Fri,15.0
359,2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,16,Afternoon,May,Fri,14.0
360,2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,17,Afternoon,May,Fri,26.0
361,2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,6,Night,May,Mon,17.0
362,2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,14,Afternoon,May,Mon,27.0
363,2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,17,Afternoon,May,Mon,28.0
364,2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,19,Evening,May,Mon,24.0
365,2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,9,Morning,May,Tues,17.0
366,2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,17,Afternoon,May,Tues,12.0
367,2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,8,Morning,May,Wed,37.0
368,2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,21,Evening,May,Wed,17.0
369,2016-05-14 18:35:00,2016-05-14 18:39:00,Business,Cary,Morrisville,3.1,Meal/Entertain,18,Evening,May,Sat,4.0
370,2016-05-14 23:01:00,2016-05-14 23:05:00,Business,Morrisville,Cary,3.1,Meal/Entertain,23,Night,May,Sat,4.0
371,2016-05-17 13:15:00,2016-05-17 13:23:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,13,Afternoon,May,Tues,8.0
372,2016-05-17 13:56:00,2016-05-17 14:08:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,13,Afternoon,May,Tues,12.0
373,2016-05-17 14:34:00,2016-05-17 14:40:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,14,Afternoon,May,Tues,6.0
374,2016-05-18 09:11:00,2016-05-18 09:41:00,Business,Cary,Morrisville,8.4,Customer Visit,9,Morning,May,Wed,30.0
375,2016-05-18 13:00:00,2016-05-18 13:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,13,Afternoon,May,Wed,2.0
376,2016-05-19 14:37:00,2016-05-19 15:01:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,14,Afternoon,May,Thus,24.0
377,2016-05-20 10:56:00,2016-05-20 11:07:00,Business,Old City,Hog Island,11.2,Meeting,10,Morning,May,Fri,11.0
378,2016-05-20 15:43:00,2016-05-20 16:12:00,Business,Morrisville,Cary,8.2,Meal/Entertain,15,Afternoon,May,Fri,29.0
379,2016-05-22 15:39:00,2016-05-22 15:46:00,Business,Cary,Morrisville,3.0,Meal/Entertain,15,Afternoon,May,Sun,7.0
